,budget,genres,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year
22718,60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,16.418133,2014-02-06,469160692.0,100.0,Released,The Lego Movie,7.5,3127.0,2014
22723,120000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,10.246549,2014-01-30,242688965.0,102.0,Released,RoboCop,5.7,2385.0,2014
22732,3000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",sv,1.142933,2012-08-29,0.0,0.0,Released,A Place in the Sun,6.7,6.0,2012
22741,7677765,[],fr,0.382908,2006-05-10,0.0,93.0,Released,Les Aiguilles rouges,7.0,7.0,2006
22761,35000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,6.966505,2014-03-28,17508518.0,110.0,Released,Sabotage,5.5,560.0,2014
22768,6000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",fi,0.521899,2007-12-14,0.0,78.0,Released,Quest for a Heart,7.6,5.0,2007
22771,350000,"[{'id': 27, 'name': 'Horror'}]",en,0.865986,1975-07-31,0.0,99.0,Released,Beyond the Door,4.4,8.0,1975
22776,13640000,"[{'id': 35, 'name': 'Comedy'}]",fr,5.084853,2014-02-12,0.0,0.0,Released,The Three Brothers: The Return,5.0,110.0,2014
22785,8500000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,10.990614,2014-01-02,770706.0,107.0,Released,The Zero Theorem,5.9,383.0,2014
22786,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,8.757277,2014-02-12,34077920.0,103.0,Released,Endless Love,6.7,555.0,2014
22787,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",en,7.363527,2014-02-13,30800231.0,118.0,Released,Winter's Tale,6.0,501.0,2014
22803,4000000,"[{'id': 18, 'name': 'Drama'}]",en,13.784411,2014-04-11,2365467.0,118.0,Released,Joe,6.5,346.0,2014
22814,20000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",hi,0.304988,2008-07-04,5000000.0,171.0,Released,Love Story 2050,3.6,8.0,2008
22816,33157,"[{'id': 99, 'name': 'Documentary'}]",en,0.585551,2012-08-21,0.0,76.0,Released,GLOW: The Story of the Gorgeous Ladies of Wrestling,6.0,8.0,2012
22830,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,6.865148,2006-02-07,0.0,98.0,Released,The Cutting Edge: Going for the Gold,5.5,24.0,2006
22840,12500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,9.543004,2014-02-14,49002684.0,100.0,Released,About Last Night,6.0,217.0,2014
22841,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,14.442048,2014-02-26,174600318.0,99.0,Released,The Grand Budapest Hotel,8.0,4644.0,2014
22857,1200000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,0.963993,2010-07-19,0.0,89.0,Released,Psychosis,3.7,16.0,2010
22877,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,8.060403,2014-01-29,26049082.0,94.0,Released,That Awkward Moment,6.1,1020.0,2014
22879,165000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",en,32.213481,2014-11-05,675120017.0,169.0,Released,Interstellar,8.1,11187.0,2014
22883,5000000,"[{'id': 27, 'name': 'Horror'}]",en,8.303374,2012-12-06,0.0,101.0,Released,Apartment 1303 3D,3.8,94.0,2012
22895,28000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,17.861119,2014-02-14,52597999.0,113.0,Released,3 Days to Kill,6.0,896.0,2014
22898,3500000,"[{'id': 35, 'name': 'Comedy'}]",en,6.381313,2013-04-27,0.0,95.0,Released,Welcome to the Jungle,4.9,135.0,2013
22899,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,19.650229,2014-01-26,222809600.0,106.0,Released,Non-Stop,6.8,2302.0,2014
22903,2000000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",es,1.525646,2011-09-19,0.0,89.0,Released,Wrinkles,6.3,24.0,2011
22927,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",en,12.904677,2014-03-05,337580051.0,102.0,Released,300: Rise of an Empire,6.1,2438.0,2014
22951,2000000,[],pt,0.855427,2008-12-08,0.0,85.0,Released,Black Widow,3.7,3.0,2008
22955,15000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,0.293401,2010-08-10,0.0,98.0,Released,Dead Genesis,4.3,6.0,2010
22957,313411,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",en,0.845141,2013-09-16,0.0,73.0,Released,Dick Figures: The Movie,6.2,7.0,2013
22966,2511000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",en,0.327128,2012-11-07,0.0,0.0,Released,Buddies,7.3,8.0,2012
22967,2000000,"[{'id': 99, 'name': 'Documentary'}]",pt,1.252385,2011-06-03,0.0,0.0,Released,Breaking the Taboo,7.3,12.0,2011
22976,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,1.52455,2004-01-01,0.0,92.0,Released,Blast,4.6,12.0,2004
22979,145000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",en,9.493838,2014-02-07,272912430.0,92.0,Released,Mr. Peabody & Sherman,6.7,861.0,2014
22980,13300000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",en,6.707974,2014-03-14,5380251.0,108.0,Released,Under the Skin,6.0,1118.0,2014
22981,66000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,18.271383,2014-03-13,203277636.0,130.0,Released,Need for Speed,6.1,1560.0,2014
22982,6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,5.939334,2014-02-02,15071.0,90.0,Released,Barefoot,6.3,210.0,2014
22985,6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,7.510159,2014-03-13,3485127.0,107.0,Released,Veronica Mars,6.5,482.0,2014
22994,9500000,"[{'id': 35, 'name': 'Comedy'}]",en,5.847166,2013-09-06,7800000.0,88.0,Released,Bad Words,6.4,335.0,2013
22995,22000000,"[{'id': 18, 'name': 'Drama'}]",en,6.477292,2014-02-28,67800064.0,138.0,Released,Son of God,5.9,83.0,2014
23016,5112027,"[{'id': 35, 'name': 'Comedy'}]",en,4.27285,2013-11-06,0.0,113.0,Released,The French Minister,5.6,74.0,2013
23018,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",es,5.255451,2014-03-14,0.0,98.0,Released,Spanish Affair,6.8,220.0,2014
23028,80000,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",en,0.081655,2013-08-08,0.0,110.0,Released,Cosmic Psychos: Blokes You Can Trust,7.5,1.0,2013
23037,30000000,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",ja,7.857666,2013-09-07,17137302.0,115.0,Released,Space Pirate Captain Harlock,6.4,365.0,2013
23046,10916704,"[{'id': 35, 'name': 'Comedy'}]",fr,4.420544,2014-02-19,0.0,90.0,Released,Le Crocodile du Botswanga,5.0,120.0,2014
23051,3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,1.233097,2009-10-10,0.0,83.0,Released,Blood Night: The Legend of Mary Hatchet,5.1,17.0,2009
23053,170000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,18.717704,2014-03-20,714766572.0,136.0,Released,Captain America: The Winter Soldier,7.6,5881.0,2014
23054,7500000,"[{'id': 53, 'name': 'Thriller'}]",no,2.417241,2013-08-30,0.0,106.0,Released,Pioneer,5.4,34.0,2013
23058,90,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,0.056639,2012-12-05,0.0,84.0,Released,Kill Me Now,3.0,1.0,2012
23062,125000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",en,14.924487,2014-03-20,362637473.0,139.0,Released,Noah,5.5,2408.0,2014
23085,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",en,5.926797,2010-11-05,0.0,79.0,Released,BloodRayne: The Third Reich,3.7,58.0,2010
23086,1900000,"[{'id': 18, 'name': 'Drama'}]",en,0.000157,1977-07-15,0.0,100.0,Released,Outlaw Blues,0.0,0.0,1977
23090,290000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",en,0.140491,1928-04-07,596000.0,85.0,Released,Across to Singapore,7.7,3.0,1928
23091,32000000,"[{'id': 12, 'name': 'Adventure'}]",en,5.02811,2004-03-28,0.0,93.0,Released,George and the Dragon,5.1,16.0,2004
23094,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 37, 'name': 'Western'}]",en,4.531697,2007-09-18,0.0,99.0,Released,BloodRayne: Deliverance,3.2,56.0,2007
23095,325000,[],en,1.261026,2003-02-18,0.0,92.0,Released,Bloody Murder 2: Closing Camp,5.0,8.0,2003
23108,5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,9.067788,2014-04-18,13809.0,93.0,Released,13 Sins,6.2,355.0,2014
23110,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,6.599539,2014-01-10,61279452.0,99.0,Released,The Legend of Hercules,4.4,542.0,2014
23111,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",en,7.244956,2014-03-20,80383290.0,112.0,Released,Muppets Most Wanted,6.2,318.0,2014
23126,25500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,14.934555,2013-08-22,2415472.0,128.0,Released,Blood Ties,6.0,175.0,2013
23128,150000,"[{'id': 99, 'name': 'Documentary'}]",en,3.453816,2014-03-19,0.0,75.0,Released,Free to Play,7.1,60.0,2014
23129,9000000,"[{'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,5.92516,2005-01-01,0.0,95.0,Released,Survival Island,4.9,34.0,2005
23136,8358460,"[{'id': 35, 'name': 'Comedy'}]",fr,5.187128,2014-03-12,0.0,0.0,Released,Junior,5.6,238.0,2014
23139,1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,5.875708,2012-10-20,1938.0,90.0,Released,Best Man Down,6.1,65.0,2012
23142,5000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,1.964489,2012-10-12,0.0,96.0,Released,Border Run,5.4,14.0,2012
23146,250000,"[{'id': 27, 'name': 'Horror'}]",en,1.059095,1974-01-01,0.0,94.0,Released,Seizure,6.4,5.0,1974
23148,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,6.332859,2014-04-04,0.0,108.0,Released,In the Blood,5.2,116.0,2014
23149,1100000,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",en,5.439326,2012-06-15,0.0,80.0,Released,The Girl from the Naked Eye,4.3,20.0,2012
23152,200,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",en,1.13962,2012-10-11,0.0,85.0,Released,Forgetting the Girl,6.0,11.0,2012
23158,200000,"[{'id': 27, 'name': 'Horror'}]",en,6.322844,2014-04-01,17834867.0,98.0,Released,The Quiet Ones,5.1,253.0,2014
23159,25000000,"[{'id': 18, 'name': 'Drama'}]",en,5.596449,2014-04-11,28831145.0,109.0,Released,Draft Day,6.5,309.0,2014
23164,3700000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,2.117171,2002-11-15,0.0,94.0,Released,Borderline,5.0,5.0,2002
23170,4500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",id,8.434884,2014-03-27,2627209.0,150.0,Released,The Raid 2,7.6,832.0,2014
23187,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",en,26.23687,2014-04-16,705717432.0,142.0,Released,The Amazing Spider-Man 2,6.5,4274.0,2014
23200,5000000,"[{'id': 27, 'name': 'Horror'}]",en,8.698043,2013-09-08,44030246.0,104.0,Released,Oculus,6.3,1079.0,2013
23205,17000000,"[{'id': 18, 'name': 'Drama'}]",en,6.097499,2014-03-21,29789000.0,113.0,Released,God's Not Dead,5.9,242.0,2014
23216,33000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",fr,19.628834,2014-02-12,49100000.0,112.0,Released,Beauty and the Beast,5.8,669.0,2014
23219,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",es,13.515614,2013-09-20,0.0,104.0,Released,Witching & Bitching,6.0,182.0,2013
23224,103000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,8.18534,2014-03-19,500188435.0,102.0,Released,Rio 2,6.3,997.0,2014
23228,1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",en,8.448518,2014-04-20,0.0,105.0,Released,In Your Eyes,7.1,275.0,2014
23230,2500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,1.622175,2009-12-04,0.0,93.0,Released,Breaking Point,4.9,6.0,2009
23234,100000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,9.730176,2014-04-16,103039258.0,119.0,Released,Transcendence,5.9,2339.0,2014
23239,12000000,"[{'id': 18, 'name': 'Drama'}]",en,7.88371,2014-04-16,101332962.0,99.0,Released,Heaven is for Real,6.1,234.0,2014
23245,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,9.389354,2014-04-16,196781193.0,109.0,Released,The Other Woman,6.2,1467.0,2014
23263,28000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,7.482959,2014-04-22,68896829.0,90.0,Released,Brick Mansions,5.7,628.0,2014
23264,15000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,5.988507,2013-05-09,0.0,114.0,Released,Devil's Knot,5.7,205.0,2013
23272,3500000,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",en,1e-06,1975-10-03,0.0,110.0,Released,The Master Gunfighter,4.0,3.0,1975
23273,16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",tr,3.032698,2012-02-16,0.0,160.0,Released,Conquest 1453,6.4,50.0,2012
23274,1525000,"[{'id': 18, 'name': 'Drama'}]",lo,1.665135,2013-02-10,0.0,96.0,Released,The Rocket,6.8,31.0,2013
23275,9250000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",sv,5.434306,2013-12-25,0.0,114.0,Released,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,6.7,351.0,2013
23276,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,12.792394,2014-04-10,4635300.0,85.0,Released,Locke,6.9,780.0,2014
23281,21000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,12.397494,2014-05-09,0.0,98.0,Released,Rage,5.1,292.0,2014
23288,460000,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",fi,0.093541,2014-03-07,0.0,73.0,Released,Garden Lovers,0.0,0.0,2014
23289,130000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,12.204174,2014-02-18,117831631.0,105.0,Released,Pompeii,5.2,1294.0,2014
23291,1400000,"[{'id': 35, 'name': 'Comedy'}]",en,2.912044,2013-12-11,0.0,98.0,Released,The Ultimate Accessory,5.4,55.0,2013
23295,11,"[{'id': 99, 'name': 'Documentary'}]",en,0.037647,2004-03-23,0.0,71.0,Released,Slavoj Žižek: The Reality of the Virtual,5.0,1.0,2004
23309,18000000,"[{'id': 35, 'name': 'Comedy'}]",en,11.90575,2014-05-08,268157400.0,96.0,Released,Neighbors,6.2,2773.0,2014
23324,750000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.950176,1977-02-25,3000000.0,102.0,Released,Tentacles,3.8,17.0,1977
23330,10900000,"[{'id': 18, 'name': 'Drama'}]",en,13.454169,2013-09-08,16505460.0,105.0,Released,Belle,7.2,230.0,2013
23331,16000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,6.985915,2013-07-03,5867686.0,117.0,Released,The Immigrant,6.2,256.0,2013
23333,1400000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",hi,3.143929,2008-09-05,3500000.0,103.0,Released,A Wednesday!,7.0,61.0,2008
23342,1000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",es,3.145307,2013-08-09,0.0,105.0,Released,Heli,6.2,32.0,2013
23349,5000000,"[{'id': 35, 'name': 'Comedy'}]",en,6.127302,2014-03-25,10429707.0,98.0,Released,Moms' Night Out,5.5,122.0,2014
23350,4200000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",en,2.715787,2011-06-06,0.0,108.0,Released,Memorial Day,5.8,20.0,2011
23358,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,36.447603,2014-07-14,126546825.0,89.0,Released,Lucy,6.3,6048.0,2014
23359,250000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,26.058586,2014-05-15,747862775.0,131.0,Released,X-Men: Days of Future Past,7.5,6155.0,2014
23360,160000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,14.019239,2014-05-14,529076069.0,123.0,Released,Godzilla,6.1,3232.0,2014
23363,1000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,8.361319,2012-05-18,0.0,100.0,Released,Lovely Molly,5.1,90.0,2012
23364,15000000,"[{'id': 35, 'name': 'Comedy'}]",en,7.844705,2014-05-02,59209.0,95.0,Released,Walk of Shame,5.8,561.0,2014
23372,200000,"[{'id': 99, 'name': 'Documentary'}]",ar,0.717206,1981-10-03,0.0,90.0,Released,Trances,6.4,4.0,1981
23377,70000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",en,6.660309,2013-06-13,18662027.0,88.0,Released,Legends of Oz: Dorothy's Return,5.8,45.0,2013
23379,11000000,"[{'id': 35, 'name': 'Comedy'}]",en,8.720309,2014-05-08,45967935.0,114.0,Released,Chef,7.2,1203.0,2014
23390,1800000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",fi,0.52762,2011-10-07,0.0,105.0,Released,Body Of Water,6.0,5.0,2011
23405,318000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,8.93232,2014-04-04,121179.0,85.0,Released,Afflicted,6.4,210.0,2014
23409,10000,"[{'id': 27, 'name': 'Horror'}]",en,0.862652,2012-10-01,0.0,95.0,Released,An American Ghost Story,4.2,14.0,2012
23421,40000000,"[{'id': 35, 'name': 'Comedy'}]",en,10.395472,2014-05-21,123494610.0,117.0,Released,Blended,6.6,1028.0,2014
23422,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,10.289628,2013-09-07,63464861.0,104.0,Released,Begin Again,7.3,1285.0,2013
23437,180000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",en,19.467404,2014-05-28,758539785.0,97.0,Released,Maleficent,7.0,4607.0,2014
23443,2500000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",en,6.195085,2013-05-17,0.0,101.0,Released,At Middleton,5.9,53.0,2013
23444,1500000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,0.458808,2009-12-03,0.0,71.0,Released,Babysitters Beware,5.0,2.0,2009
23448,239000,"[{'id': 35, 'name': 'Comedy'}]",en,4.565827,1979-05-11,0.0,93.0,Released,Beneath the Valley of the Ultra-Vixens,5.4,30.0,1979
23456,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",es,4.047325,2013-05-18,0.0,130.0,Released,The Dance of Reality,7.3,46.0,2013
23465,178000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,31.982986,2014-05-27,370541256.0,113.0,Released,Edge of Tomorrow,7.6,4979.0,2014
23467,13000000,"[{'id': 35, 'name': 'Comedy'}]",fr,10.926965,2014-04-16,0.0,94.0,Released,Serial (Bad) Weddings,6.9,1114.0,2014
23472,150000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,17.836882,2015-07-23,682330139.0,131.0,Released,Mission: Impossible - Rogue Nation,7.1,3274.0,2015
23477,25000000,"[{'id': 18, 'name': 'Drama'}]",en,9.453942,2014-05-09,38307627.0,124.0,Released,Million Dollar Arm,6.6,264.0,2014
23489,5500000,"[{'id': 28, 'name': 'Action'}]",en,7.164554,2014-04-08,0.0,91.0,Released,Bad Ass 2: Bad Asses,5.7,77.0,2014
23496,8000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",en,4.805757,2013-07-25,0.0,88.0,Released,Battle of the Damned,4.8,46.0,2013
23509,2000000,"[{'id': 18, 'name': 'Drama'}]",en,3.343938,2013-11-08,0.0,103.0,Released,A Night in Old Mexico,5.3,30.0,2013
23512,12000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,16.274653,2014-05-16,307166834.0,125.0,Released,The Fault in Our Stars,7.6,3868.0,2014
23513,12700000,"[{'id': 35, 'name': 'Comedy'}]",en,15.108283,2014-05-30,3430018.0,112.0,Released,The Grand Seduction,6.7,109.0,2014
23516,17500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",en,5.346121,2013-11-27,7018189.0,93.0,Released,Black Nativity,5.8,16.0,2013
23520,19700000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",xx,6.583428,2013-11-17,30000000.0,89.0,Released,Minuscule: Valley of the Lost Ants,6.6,128.0,2013
23525,3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,3.13727,2012-08-21,0.0,84.0,Released,The Thompsons,4.4,22.0,2012
23534,3512454,"[{'id': 18, 'name': 'Drama'}]",fr,0.110065,2013-03-13,115860.0,95.0,Released,Camille Claudel 1915,7.0,20.0,2013
23547,4357373,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",en,10.860471,2013-10-13,1200000.0,99.0,Released,Mindscape,6.5,202.0,2013
23552,500000,"[{'id': 35, 'name': 'Comedy'}]",en,1.946823,2012-06-26,500000.0,87.0,Released,Bikini Spring Break,3.8,20.0,2012
23553,50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",en,10.901496,2014-06-05,188441614.0,112.0,Released,22 Jump Street,7.0,3375.0,2014
23554,6000000,"[{'id': 18, 'name': 'Drama'}]",it,7.217205,2014-01-09,5809330.0,111.0,Released,Human Capital,7.4,201.0,2014
23555,55000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,17.618057,2014-09-24,192330738.0,132.0,Released,The Equalizer,7.1,2997.0,2014
