,year,filiere,banque,ecole,inscrits_nb,inscrits_filles,inscrits_cinq_demi,admissibles_nb,admissibles_filles,admissibles_cinq_demi,classes_nb,classes_filles,classes_cinq_demi,rg_dernier_appele,integres_nb,integres_filles,integres_cinq_demi,places,appeles,integres_rg_median,integres_rg_moyen,longitude,latitude,postalcode
20823,2018,mp,FESIC,ESAIP Angers / Aix-en-Provence,715.0,30.8,17.8,665.0,29.9,17.1,336.0,28.6,18.2,,9.0,11.1,44.4,12,,296.0,290.0,5.4313864,43.5276845,13
20824,2018,psi,FESIC,ESAIP Angers / Aix-en-Provence,922.0,30.4,19.4,859.0,30.5,19.6,293.0,36.2,18.4,,5.0,80.0,0.0,12,,279.0,262.0,5.4313864,43.5276845,13
20825,2021,psi,Puissance Alpha,ESAIP Angers / Aix-en-Provence,1248.0,30.2,15.8,1100.0,29.9,16.9,426.0,29.6,21.1,,6.0,66.7,16.7,13,,399.0,400.0,5.4313864,43.5276845,13
20826,2021,mp,Puissance Alpha,ESAIP Angers / Aix-en-Provence,1225.0,29.0,16.4,1074.0,29.2,15.8,514.0,27.6,21.4,,5.0,40.0,0.0,13,,490.0,484.0,5.4313864,43.5276845,13
20827,2021,pc,Puissance Alpha,ESAIP Angers / Aix-en-Provence,947.0,39.8,15.8,837.0,41.0,16.7,296.0,40.5,27.4,,3.0,33.3,0.0,13.0,,265.0,274.0,5.4313864,43.5276845,13
20828,2021,pt,Puissance Alpha,ESAIP Angers / Aix-en-Provence,774.0,18.1,14.2,699.0,18.3,14.2,170.0,17.6,14.7,,3.0,0.0,0.0,10,,138.0,139.0,5.4313864,43.5276845,13
20829,2020,pc,Puissance Alpha,ESEO Angers-Paris Vélizy,974.0,42.2,18.2,,,,762.0,44.1,19.0,,3.0,33.3,0.0,20.0,,678.0,682.0,2.2101606,48.7841282,78
20830,2020,psi,Puissance Alpha,ESEO Angers-Paris Vélizy,1202.0,28.6,14.7,,,,829.0,29.0,14.6,,2.0,50.0,0.0,20.0,,793.0,793.0,2.2101606,48.7841282,78
20831,2020,mp,Puissance Alpha,ESEO Angers-Paris Vélizy,1342.0,28.3,15.6,,,,993.0,27.4,16.0,,4.0,0.0,0.0,20.0,,712.0,661.0,2.2101606,48.7841282,78
20832,2020,pt,FESIC,ESEO Angers-Paris Vélizy,212.0,20.3,8.0,,,,90.0,20.0,14.4,,0.0,0.0,0.0,20.0,,0.0,0.0,2.2101606,48.7841282,78
20833,2019,psi,FESIC,ESEO Angers-Paris Vélizy,892.0,31.5,15.6,580.0,35.2,16.9,380.0,37.4,16.6,,3.0,0.0,33.3,20.0,,371.0,342.0,2.2101606,48.7841282,78
20834,2019,mp,FESIC,ESEO Angers-Paris Vélizy,730.0,34.7,15.1,493.0,36.5,13.2,343.0,36.7,12.8,,8.0,12.5,0.0,20.0,,250.0,253.0,2.2101606,48.7841282,78
20835,2019,pt,FESIC,ESEO Angers-Paris Vélizy,947.0,18.9,18.3,510.0,14.9,24.1,256.0,13.7,27.7,,3.0,0.0,33.3,20.0,,251.0,227.0,2.2101606,48.7841282,78
20836,2019,pc,FESIC,ESEO Angers-Paris Vélizy,753.0,45.9,17.1,499.0,45.9,18.8,302.0,48.0,19.9,,2.0,50.0,0.0,20.0,,293.0,293.0,2.2101606,48.7841282,78
20837,2020,pc,Puissance Alpha,ISEN Yncréa Méditerrannée-Nîmes,,,,,,,,,,,1.0,100.0,0.0,10.0,,797.0,797.0,4.3685006,43.8212608,30
20838,2020,psi,Puissance Alpha,ISEN Yncréa Méditerrannée-Nîmes,,,,,,,,,,,3.0,66.7,33.3,10.0,,977.0,948.0,4.3685006,43.8212608,30
20839,2020,mp,Puissance Alpha,ISEN Yncréa Méditerrannée-Nîmes,,,,,,,,,,,1.0,100.0,0.0,10.0,,1035.0,1035.0,4.3685006,43.8212608,30
20840,2020,pt,FESIC,ISEN Yncréa Méditerrannée-Nîmes,126.0,18.3,8.7,,,,100.0,19.0,10.0,,1.0,0.0,0.0,10.0,,93.0,93.0,4.3685006,43.8212608,30
20841,2019,psi,FESIC,ISEN Yncréa Méditerrannée-Nîmes,,,,,,,,,,,1.0,100.0,0.0,20.0,,75.0,75.0,4.3685006,43.8212608,30
20842,2019,mp,FESIC,ISEN Yncréa Méditerrannée-Nîmes,,,,,,,,,,,0.0,0.0,0.0,15.0,,0.0,0.0,4.3685006,43.8212608,30
20843,2019,pt,FESIC,ISEN Yncréa Méditerrannée-Nîmes,,,,,,,,,,,0.0,0.0,0.0,15.0,,0.0,0.0,4.3685006,43.8212608,30
20844,2019,pc,FESIC,ISEN Yncréa Méditerrannée-Nîmes,,,,,,,,,,,1.0,0.0,0.0,20.0,,79.0,79.0,4.3685006,43.8212608,30
20845,2020,pc,Puissance Alpha,ISEN Yncréa Méditerrannée-Toulon,,,,,,,,,,,4.0,0.0,0.0,10.0,,715.0,723.0,5.9396605,43.1206202,83
20846,2020,psi,Puissance Alpha,ISEN Yncréa Méditerrannée-Toulon,,,,,,,,,,,8.0,25.0,50.0,10.0,,897.0,739.0,5.9396605,43.1206202,83
20847,2020,mp,Puissance Alpha,ISEN Yncréa Méditerrannée-Toulon,,,,,,,,,,,4.0,50.0,0.0,10.0,,1046.0,993.0,5.9396605,43.1206202,83
20848,2020,pt,FESIC,ISEN Yncréa Méditerrannée-Toulon,155.0,14.8,9.7,,,,125.0,15.2,11.2,,1.0,0.0,0.0,10.0,,70.0,70.0,5.9396605,43.1206202,83
20849,2019,psi,FESIC,ISEN Yncréa Méditerrannée-Toulon,,,,,,,,,,,5.0,20.0,0.0,20.0,,98.0,87.0,5.9396605,43.1206202,83
20850,2019,mp,FESIC,ISEN Yncréa Méditerrannée-Toulon,,,,,,,,,,,1.0,100.0,0.0,15.0,,100.0,100.0,5.9396605,43.1206202,83
20851,2019,pt,FESIC,ISEN Yncréa Méditerrannée-Toulon,,,,,,,,,,,1.0,0.0,0.0,15.0,,93.0,93.0,5.9396605,43.1206202,83
20852,2019,pc,FESIC,ISEN Yncréa Méditerrannée-Toulon,,,,,,,,,,,0.0,0.0,0.0,20.0,,0.0,0.0,5.9396605,43.1206202,83
20853,2020,pc,Puissance Alpha,ISEN Yncréa Ouest-Brest,,,,,,,,,,,2.0,100.0,0.0,5.0,,766.0,766.0,-4.495413,48.4069136,29
20854,2020,psi,Puissance Alpha,ISEN Yncréa Ouest-Brest,,,,,,,,,,,3.0,66.7,0.0,10.0,,824.0,760.0,-4.495413,48.4069136,29
20855,2020,mp,Puissance Alpha,ISEN Yncréa Ouest-Brest,,,,,,,,,,,3.0,66.7,0.0,10.0,,1067.0,1055.0,-4.495413,48.4069136,29
20856,2020,pt,FESIC,ISEN Yncréa Ouest-Brest,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,-4.495413,48.4069136,29
20857,2019,psi,FESIC,ISEN Yncréa Ouest-Brest,,,,,,,,,,,0.0,0.0,0.0,20.0,,0.0,0.0,-4.495413,48.4069136,29
20858,2019,mp,FESIC,ISEN Yncréa Ouest-Brest,,,,,,,,,,,1.0,0.0,100.0,15.0,,147.0,147.0,-4.495413,48.4069136,29
20859,2019,pt,FESIC,ISEN Yncréa Ouest-Brest,,,,,,,,,,,1.0,0.0,0.0,10.0,,96.0,96.0,-4.495413,48.4069136,29
20860,2019,pc,FESIC,ISEN Yncréa Ouest-Brest,,,,,,,,,,,0.0,0.0,0.0,10.0,,0.0,0.0,-4.495413,48.4069136,29
20861,2021,psi,Puissance Alpha,ISEN Yncréa Ouest-Brest,,,,,,,,,,,1.0,0.0,0.0,6,,74.0,74.0,-4.495413,48.4069136,29
20862,2021,mp,Puissance Alpha,ISEN Yncréa Ouest-Brest,,,,,,,,,,,1.0,0.0,0.0,10,,45.0,45.0,-4.495413,48.4069136,29
20863,2021,pc,Puissance Alpha,ISEN Yncréa Ouest-Brest,,,,,,,,,,,2.0,0.0,0.0,6.0,,55.0,55.0,-4.495413,48.4069136,29
20864,2020,pc,Puissance Alpha,ISEN Yncréa Ouest-Nantes,,,,,,,,,,,0.0,0.0,0.0,5.0,,0.0,0.0,-1.5050566,47.27479640000001,44
20865,2020,psi,Puissance Alpha,ISEN Yncréa Ouest-Nantes,,,,,,,,,,,1.0,0.0,0.0,10.0,,812.0,812.0,-1.5050566,47.27479640000001,44
20866,2020,mp,Puissance Alpha,ISEN Yncréa Ouest-Nantes,,,,,,,,,,,2.0,50.0,0.0,15.0,,660.0,660.0,-1.5050566,47.27479640000001,44
20867,2020,pt,FESIC,ISEN Yncréa Ouest-Nantes,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,-1.5050566,47.27479640000001,44
20868,2019,psi,FESIC,ISEN Yncréa Ouest-Nantes,,,,,,,,,,,1.0,0.0,100.0,10.0,,91.0,91.0,-1.5050566,47.27479640000001,44
20869,2019,mp,FESIC,ISEN Yncréa Ouest-Nantes,,,,,,,,,,,1.0,0.0,0.0,10.0,,133.0,133.0,-1.5050566,47.27479640000001,44
20870,2019,pt,FESIC,ISEN Yncréa Ouest-Nantes,,,,,,,,,,,0.0,0.0,0.0,5.0,,0.0,0.0,-1.5050566,47.27479640000001,44
20871,2019,pc,FESIC,ISEN Yncréa Ouest-Nantes,,,,,,,,,,,1.0,0.0,0.0,5.0,,40.0,40.0,-1.5050566,47.27479640000001,44
20872,2021,psi,Puissance Alpha,ISEN Yncréa Ouest-Nantes,,,,,,,,,,,0.0,0.0,0.0,9,,0.0,0.0,-1.5050566,47.27479640000001,44
20873,2021,mp,Puissance Alpha,ISEN Yncréa Ouest-Nantes,,,,,,,,,,,4.0,50.0,0.0,14,,65.0,68.0,-1.5050566,47.27479640000001,44
20874,2021,pc,Puissance Alpha,ISEN Yncréa Ouest-Nantes,,,,,,,,,,,1.0,0.0,0.0,2.0,,30.0,30.0,-1.5050566,47.27479640000001,44
20875,2020,pc,Avenir Prépas,ECE LYON,,,,,,,,,,,10.0,30.0,10.0,8.0,,760.0,691.0,4.840311,45.7511138,69
20876,2020,psi,Avenir Prépas,ECE LYON,,,,,,,,,,,5.0,20.0,20.0,8.0,,924.0,900.0,4.840311,45.7511138,69
20877,2020,mp,Avenir Prépas,ECE LYON,,,,,,,,,,,12.0,16.7,25.0,8.0,,876.0,845.0,4.840311,45.7511138,69
20878,2020,pt,AUTRES ECOLES,ECE LYON,,,,,,,,,,,2.0,50.0,50.0,6.0,,418.0,431.0,4.840311,45.7511138,69
20879,2021,psi,Avenir Prépas,ECE LYON,,,,,,,,,,,21.0,23.8,19.0,8,,375.0,318.0,4.840311,45.7511138,69
20880,2021,mp,Avenir Prépas,ECE LYON,,,,,,,,,,,20.0,20.0,10.0,14,,282.0,277.0,4.840311,45.7511138,69
20881,2021,pc,Avenir Prépas,ECE LYON,,,,,,,,,,,8.0,50.0,0.0,10.0,,174.0,153.0,4.840311,45.7511138,69
20882,2021,pt,Avenir Prépas,ECE LYON,,,,,,,,,,,11.0,18.2,0.0,4,,201.0,193.0,4.840311,45.7511138,69
20883,2020,pc,Avenir Prépas,ECE PARIS (statut apprentissage),,,,,,,,,,,3.0,0.0,33.3,3.0,,830.0,830.0,2.2864819,48.8517668,75
20884,2020,psi,Avenir Prépas,ECE PARIS (statut apprentissage),,,,,,,,,,,3.0,33.3,0.0,3.0,,1188.0,1142.0,2.2864819,48.8517668,75
20885,2020,mp,Avenir Prépas,ECE PARIS (statut apprentissage),,,,,,,,,,,9.0,22.2,11.1,6.0,,1052.0,906.0,2.2864819,48.8517668,75
20886,2020,pt,AUTRES ECOLES,ECE PARIS (statut apprentissage),,,,,,,,,,,5.0,20.0,0.0,3.0,,432.0,436.0,2.2864819,48.8517668,75
20887,2021,psi,Avenir Prépas,ECE PARIS (statut apprentissage),,,,,,,,,,,8.0,12.5,12.5,3,,247.0,244.0,2.2864819,48.8517668,75
20888,2021,mp,Avenir Prépas,ECE PARIS (statut apprentissage),,,,,,,,,,,5.0,0.0,20.0,12,,275.0,255.0,2.2864819,48.8517668,75
20889,2021,pc,Avenir Prépas,ECE PARIS (statut apprentissage),,,,,,,,,,,3.0,0.0,0.0,3.0,,203.0,195.0,2.2864819,48.8517668,75
20890,2021,pt,Avenir Prépas,ECE PARIS (statut apprentissage),1076.0,17.8,15.1,986.0,18.1,15.1,281.0,19.9,10.0,,6.0,16.7,16.7,6,,230.0,212.0,2.2864819,48.8517668,75
20891,2020,pc,FESIC,UniLasalle – Rennes EME,668.0,42.7,19.6,,,,323.0,46.4,24.8,,0.0,0.0,0.0,5.0,,0.0,0.0,-1.7456352,48.0442451,35
20892,2020,psi,FESIC,UniLasalle – Rennes EME,778.0,30.5,15.9,,,,358.0,29.3,18.4,,0.0,0.0,0.0,5.0,,0.0,0.0,-1.7456352,48.0442451,35
20893,2020,mp,FESIC,UniLasalle – Rennes EME,687.0,30.9,17.5,,,,319.0,32.0,17.2,,0.0,0.0,0.0,5.0,,0.0,0.0,-1.7456352,48.0442451,35
20894,2019,psi,FESIC,UniLasalle – Rennes EME,892.0,31.5,15.6,715.0,33.4,15.7,319.0,38.9,16.0,,1.0,100.0,0.0,10.0,,317.0,317.0,-1.7456352,48.0442451,35
20895,2019,mp,FESIC,UniLasalle – Rennes EME,730.0,34.7,15.1,567.0,36.5,13.8,287.0,39.0,13.9,,1.0,0.0,0.0,10.0,,286.0,286.0,-1.7456352,48.0442451,35
20896,2019,pc,FESIC,UniLasalle – Rennes EME,753.0,45.9,17.1,611.0,46.6,18.7,254.0,51.6,21.3,,0.0,0.0,0.0,10.0,,0.0,0.0,-1.7456352,48.0442451,35
20897,2021,pc,FESIC,UniLasalle – Rennes EME,676.0,43.3,14.5,408.0,44.9,16.7,205.0,45.9,20.0,,0.0,0.0,0.0,5.0,,0.0,0.0,-1.7456352,48.0442451,35
20898,2020,pc,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,668.0,42.7,19.6,,,,573.0,44.0,20.6,,1.0,0.0,100.0,6.0,,563.0,563.0,2.0677276,49.460984,60
20899,2020,psi,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,778.0,30.5,15.9,,,,622.0,30.7,15.8,,2.0,50.0,0.0,4.0,,337.0,337.0,2.0677276,49.460984,60
20900,2020,mp,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,687.0,30.9,17.5,,,,623.0,31.1,16.5,,1.0,100.0,0.0,4.0,,618.0,618.0,2.0677276,49.460984,60
20901,2020,pt,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,822.0,16.2,16.7,,,,675.0,15.6,18.2,,2.0,0.0,0.0,3.0,,547.0,547.0,2.0677276,49.460984,60
20902,2019,psi,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,892.0,31.5,15.6,715.0,33.4,15.7,73.0,46.6,13.7,,0.0,0.0,0.0,4.0,,0.0,0.0,2.0677276,49.460984,60
20903,2019,mp,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,730.0,34.7,15.1,618.0,35.8,13.9,60.0,40.0,16.7,,0.0,0.0,0.0,4.0,,0.0,0.0,2.0677276,49.460984,60
20904,2019,pt,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,947.0,18.9,18.3,795.0,17.6,19.7,56.0,8.9,21.4,,0.0,0.0,0.0,3.0,,0.0,0.0,2.0677276,49.460984,60
20905,2019,pc,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,753.0,45.9,17.1,612.0,46.7,18.6,66.0,53.0,18.2,,2.0,0.0,0.0,6.0,,56.0,56.0,2.0677276,49.460984,60
20906,2021,psi,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,788.0,30.8,16.1,690.0,30.7,17.1,57.0,36.8,17.5,,0.0,0.0,0.0,4,,0.0,0.0,2.0677276,49.460984,60
20907,2021,mp,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,695.0,30.4,17.1,640.0,30.2,16.2,41.0,43.9,22.0,,1.0,100.0,0.0,4,,39.0,39.0,2.0677276,49.460984,60
20908,2021,pc,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,676.0,43.3,14.5,639.0,43.5,14.7,60.0,53.3,16.7,,2.0,50.0,50.0,6.0,,51.0,51.0,2.0677276,49.460984,60
20909,2021,pt,FESIC,UniLaSalle Beauvais-Sciences de la Terre et Environnement,802.0,17.5,14.5,715.0,18.5,15.0,55.0,20.0,16.4,,0.0,0.0,0.0,3,,0.0,0.0,2.0677276,49.460984,60
20910,2020,pc,Autres écoles E3A,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),,,,,,,,,,,0.0,0.0,0.0,10.0,,127.0,127.0,1.880568,50.9525945,62
20911,2020,tpc,CONCOURS COMMUN INP,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),,,,,,,,,,,2.0,50.0,0.0,5.0,,44.0,44.0,1.880568,50.9525945,62
20912,2020,psi,Autres écoles E3A,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),,,,,,,,,,,6.0,33.3,16.7,5.0,,283.0,275.0,1.880568,50.9525945,62
20913,2020,mp,Autres écoles E3A,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),,,,,,,,,,,4.0,0.0,25.0,5.0,,235.0,226.0,1.880568,50.9525945,62
20914,2020,pt,AUTRES ECOLES,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),320.0,23.4,13.8,,,,250.0,22.4,16.4,,4.0,25.0,0.0,5.0,,178.0,168.0,1.880568,50.9525945,62
20915,2020,tsi,BANQUE EPREUVES CCINP,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),,,,,,,,,,,6.0,0.0,0.0,5.0,,194.0,177.0,1.880568,50.9525945,62
20916,2021,psi,Autres écoles E3A,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),,,,,,,,,,,5.0,40.0,0.0,10,,237.0,239.0,1.880568,50.9525945,62
20917,2021,bcpst,G2E,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),1657.0,70.8,18.2,1136.0,68.7,23.2,620.0,67.3,26.5,,0.0,0.0,0.0,5,,0.0,0.0,1.880568,50.9525945,62
20918,2021,mp,Autres écoles E3A,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),,,,,,,,,,,4.0,25.0,25.0,8,,192.0,192.0,1.880568,50.9525945,62
20919,2021,tsi,BANQUE EPREUVES CCINP,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),,,,,,,,,,,11.0,9.1,36.4,10,,200.0,190.0,1.880568,50.9525945,62
20920,2021,pc,Autres écoles E3A,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),,,,,,,,,,,1.0,0.0,0.0,10.0,,102.0,102.0,1.880568,50.9525945,62
20921,2021,tpc,CONCOURS COMMUN INP,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),,,,,,,,,,,0.0,0.0,0.0,5,,0.0,0.0,1.880568,50.9525945,62
20922,2021,pt,AUTRES ECOLES,EIL Côte d'Opale-Dunkerque (Génie Energétique et Environnement),,,,,,,,,,,4.0,25.0,50.0,6,,59.0,57.0,1.880568,50.9525945,62
20923,2020,pc,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,495.0,45.1,19.0,,,,405.0,46.2,19.3,,11.0,45.5,9.1,10.0,,357.0,320.0,3.0681426,50.3750864,59
20924,2020,psi,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,688.0,32.0,13.2,,,,534.0,31.3,12.4,,4.0,25.0,0.0,10.0,,298.0,333.0,3.0681426,50.3750864,59
20925,2020,mp,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,591.0,33.3,16.4,,,,421.0,35.6,13.8,,4.0,50.0,75.0,10.0,,276.0,302.0,3.0681426,50.3750864,59
20926,2020,pt,AUTRES ECOLES,IMT Lille Douai en Partenariat ISPA,377.0,21.5,15.9,,,,258.0,21.3,19.8,,5.0,40.0,0.0,10.0,,241.0,239.0,3.0681426,50.3750864,59
20927,2019,psi,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,502.0,31.3,18.7,409.0,32.5,18.6,49.0,34.7,16.3,,6.0,33.3,16.7,8.0,,17.0,16.0,3.0681426,50.3750864,59
20928,2019,mp,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,388.0,35.1,20.4,294.0,33.7,18.7,22.0,54.5,22.7,,0.0,0.0,0.0,10.0,,0.0,0.0,3.0681426,50.3750864,59
20929,2019,pt,AUTRES ECOLES,IMT Lille Douai en Partenariat ISPA,313.0,24.0,19.5,198.0,22.7,24.7,19.0,42.1,26.3,,1.0,0.0,0.0,10.0,,2.0,2.0,3.0681426,50.3750864,59
20930,2019,pc,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,350.0,42.9,17.1,308.0,42.2,17.5,47.0,44.7,14.9,,5.0,20.0,20.0,12.0,,18.0,19.0,3.0681426,50.3750864,59
20931,2018,pt,AUTRES ECOLES,IMT Lille Douai en Partenariat ISPA,265.0,18.5,20.0,179.0,16.8,23.5,22.0,31.8,18.2,,7.0,42.9,28.6,10,,12.0,12.0,3.0681426,50.3750864,59
20932,2018,pc,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,295.0,44.4,21.0,276.0,44.2,21.0,37.0,51.4,16.2,,6.0,33.3,50.0,12,,18.0,17.0,3.0681426,50.3750864,59
20933,2018,mp,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,307.0,34.2,23.1,245.0,35.1,20.4,28.0,35.7,32.1,,7.0,57.1,14.3,10,,18.0,16.0,3.0681426,50.3750864,59
20934,2018,psi,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,524.0,32.4,20.4,401.0,31.7,19.7,29.0,41.4,37.9,,4.0,25.0,0.0,8,,23.0,19.0,3.0681426,50.3750864,59
20935,2021,psi,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,676.0,31.2,16.9,559.0,30.9,17.5,41.0,36.6,22.0,,6.0,66.7,0.0,15,,17.0,18.0,3.0681426,50.3750864,59
20936,2021,mp,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,600.0,31.8,18.2,473.0,33.4,16.3,40.0,52.5,17.5,,7.0,28.6,42.9,15,,9.0,12.0,3.0681426,50.3750864,59
20937,2021,pc,Autres écoles E3A,IMT Lille Douai en Partenariat ISPA,512.0,43.4,13.1,436.0,45.4,14.0,47.0,46.8,19.1,,7.0,14.3,28.6,15.0,,9.0,17.0,3.0681426,50.3750864,59
20938,2021,pt,AUTRES ECOLES,IMT Lille Douai en Partenariat ISPA,388.0,18.3,19.1,270.0,19.6,21.1,24.0,33.3,16.7,,5.0,20.0,20.0,25,,9.0,7.0,3.0681426,50.3750864,59
20939,2020,pc,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,266.0,42.1,18.4,,,,259.0,42.1,18.5,,5.0,40.0,0.0,15.0,,242.0,241.0,0.1574687,48.0195628,72
20940,2020,psi,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,374.0,32.1,12.3,,,,354.0,32.2,12.4,,9.0,33.3,0.0,15.0,,239.0,190.0,0.1574687,48.0195628,72
20941,2020,mp,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,271.0,30.6,16.6,,,,258.0,30.6,16.7,,11.0,18.2,36.4,15.0,,209.0,195.0,0.1574687,48.0195628,72
20942,2020,pt,AUTRES ECOLES,ISMANS-Groupe CESI Le Mans,254.0,16.9,14.2,,,,238.0,17.6,14.7,,11.0,0.0,9.1,20.0,,207.0,204.0,0.1574687,48.0195628,72
20943,2020,tsi,CONCOURS CENTRALE-SUPELEC,ISMANS-Groupe CESI Le Mans,362.0,5.8,12.4,,,,303.0,6.3,12.5,,22.0,4.5,9.1,40.0,,255.0,240.0,0.1574687,48.0195628,72
20944,2019,psi,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,299.0,36.5,14.7,289.0,36.3,14.2,71.0,39.4,12.7,,5.0,0.0,0.0,20.0,,49.0,52.0,0.1574687,48.0195628,72
20945,2019,mp,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,187.0,34.2,15.5,177.0,33.9,14.7,42.0,28.6,16.7,,8.0,12.5,12.5,10.0,,33.0,32.0,0.1574687,48.0195628,72
20946,2019,pt,AUTRES ECOLES,ISMANS-Groupe CESI Le Mans,263.0,20.9,11.4,250.0,20.8,12.0,63.0,20.6,7.9,,5.0,20.0,20.0,20.0,,55.0,52.0,0.1574687,48.0195628,72
20947,2019,tsi,CONCOURS CENTRALE-SUPELEC,ISMANS-Groupe CESI Le Mans,329.0,7.3,18.2,300.0,6.7,18.3,54.0,9.3,14.8,,18.0,11.1,16.7,40.0,,31.0,31.0,0.1574687,48.0195628,72
20948,2019,pc,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,213.0,41.8,14.6,203.0,41.4,14.8,24.0,37.5,8.3,,8.0,37.5,0.0,10.0,,14.0,15.0,0.1574687,48.0195628,72
20949,2017,pt,AUTRES ECOLES,ISMANS-Groupe CESI Le Mans,198.0,14.6,16.2,190.0,15.3,16.8,58.0,13.8,24.1,58.0,8.0,12.5,37.5,20,,,,0.1574687,48.0195628,72
20950,2017,pc,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,140.0,39.3,26.4,132.0,40.2,27.3,33.0,33.3,30.3,33.0,3.0,66.7,33.3,10,,,,0.1574687,48.0195628,72
20951,2017,tsi,BANQUE DE NOTES CENTRALE,ISMANS-Groupe CESI Le Mans,359.0,7.0,21.4,334.0,6.9,23.1,89.0,10.1,32.6,88.0,28.0,10.7,53.6,20,,,,0.1574687,48.0195628,72
20952,2017,psi,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,253.0,29.2,19.4,237.0,29.1,19.4,64.0,26.6,18.8,63.0,5.0,20.0,0.0,20,,,,0.1574687,48.0195628,72
20953,2017,mp,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,139.0,32.4,24.5,128.0,32.0,23.4,35.0,20.0,37.1,34.0,3.0,0.0,0.0,10,,,,0.1574687,48.0195628,72
20954,2018,pt,AUTRES ECOLES,ISMANS-Groupe CESI Le Mans,216.0,16.7,17.1,209.0,16.3,17.7,69.0,23.2,10.1,,8.0,37.5,0.0,20,,55.0,52.0,0.1574687,48.0195628,72
20955,2018,pc,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,149.0,47.0,19.5,145.0,46.9,20.0,30.0,50.0,13.3,,3.0,33.3,33.3,10,,22.0,20.0,0.1574687,48.0195628,72
20956,2018,tsi,BANQUE DE NOTES CENTRALE,ISMANS-Groupe CESI Le Mans,353.0,6.2,22.7,328.0,6.1,21.6,73.0,6.8,16.4,,20.0,0.0,10.0,40,,57.0,49.0,0.1574687,48.0195628,72
20957,2018,mp,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,129.0,33.3,19.4,123.0,32.5,19.5,27.0,48.1,25.9,,6.0,33.3,33.3,10,,13.0,15.0,0.1574687,48.0195628,72
20958,2018,psi,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,259.0,39.0,20.1,257.0,38.5,20.2,60.0,46.7,13.3,,5.0,20.0,20.0,20,,51.0,45.0,0.1574687,48.0195628,72
20959,2021,psi,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,370.0,30.5,15.4,316.0,30.1,17.4,33.0,24.2,18.2,,4.0,0.0,0.0,10,,11.0,11.0,0.1574687,48.0195628,72
20960,2021,mp,Autres écoles E3A,ISMANS-Groupe CESI Le Mans,262.0,27.9,17.2,230.0,28.3,17.4,33.0,27.3,9.1,,2.0,50.0,0.0,15,,4.0,4.0,0.1574687,48.0195628,72
